Iteration 13, Warp ID: 362, Weight: 8.477105e-07, CVs: pc1=0.82, pc2=-0.38
Iteration 13, Warp ID: 358, Weight: 2.119276e-07, CVs: pc1=0.56, pc2=-0.04
Iteration 13, Warp ID: 351, Weight: 8.477105e-07, CVs: pc1=0.53, pc2=0.13
Iteration 14, Warp ID: 422, Weight: 2.119276e-07, CVs: pc1=0.76, pc2=-0.22
Iteration 14, Warp ID: 427, Weight: 4.238553e-07, CVs: pc1=0.70, pc2=-0.39
Iteration 14, Warp ID: 428, Weight: 8.477105e-07, CVs: pc1=0.58, pc2=0.05
Iteration 14, Warp ID: 429, Weight: 8.477105e-07, CVs: pc1=0.60, pc2=0.10
Iteration 14, Warp ID: 430, Weight: 8.477105e-07, CVs: pc1=0.69, pc2=-0.01
Iteration 14, Warp ID: 431, Weight: 8.477105e-07, CVs: pc1=0.67, pc2=-0.18
Iteration 14, Warp ID: 439, Weight: 2.119276e-07, CVs: pc1=0.65, pc2=-0.32
Iteration 14, Warp ID: 442, Weight: 2.119276e-07, CVs: pc1=0.99, pc2=-0.50
Iteration 15, Warp ID: 454, Weight: 2.119276e-07, CVs: pc1=0.78, pc2=-0.28
Iteration 15, Warp ID: 455, Weight: 2.119276e-07, CVs: pc1=0.73, pc2=-0.33
Iteration 15, Warp ID: 487, Weight: 7.064254e-08, CVs: pc1=0.86, pc2=-0.43
Iteration 15, Warp ID: 457, Weight: 7.535204e-07, CVs: pc1=0.64, pc2=-0.24
Iteration 15, Warp ID: 459, Weight: 4.238553e-07, CVs: pc1=0.53, pc2=-0.04
Iteration 15, Warp ID: 428, Weight: 8.477105e-07, CVs: pc1=0.58, pc2=0.04
Iteration 15, Warp ID: 429, Weight: 8.477105e-07, CVs: pc1=0.51, pc2=-0.01
Iteration 15, Warp ID: 472, Weight: 2.119276e-07, CVs: pc1=0.70, pc2=-0.40
Iteration 15, Warp ID: 478, Weight: 1.059638e-07, CVs: pc1=0.57, pc2=-0.11
Iteration 15, Warp ID: 479, Weight: 1.059638e-07, CVs: pc1=0.66, pc2=-0.13
Iteration 16, Warp ID: 544, Weight: 2.649095e-08, CVs: pc1=1.08, pc2=-0.43
Iteration 16, Warp ID: 545, Weight: 2.649095e-08, CVs: pc1=1.04, pc2=-0.36
Iteration 16, Warp ID: 546, Weight: 2.649095e-08, CVs: pc1=1.12, pc2=-0.26
Iteration 16, Warp ID: 547, Weight: 2.649095e-08, CVs: pc1=1.19, pc2=-0.37
Iteration 16, Warp ID: 492, Weight: 2.235836e-05, CVs: pc1=0.66, pc2=-0.13
Iteration 16, Warp ID: 526, Weight: 4.238553e-07, CVs: pc1=0.77, pc2=-0.35
Iteration 16, Warp ID: 496, Weight: 2.119276e-07, CVs: pc1=0.53, pc2=-0.09
Iteration 16, Warp ID: 497, Weight: 2.119276e-07, CVs: pc1=0.57, pc2=-0.09
Iteration 16, Warp ID: 533, Weight: 3.532127e-08, CVs: pc1=1.01, pc2=-0.46
Iteration 16, Warp ID: 534, Weight: 3.532127e-08, CVs: pc1=0.85, pc2=-0.43
Iteration 16, Warp ID: 503, Weight: 2.825702e-07, CVs: pc1=0.55, pc2=0.05
Iteration 16, Warp ID: 537, Weight: 4.238553e-07, CVs: pc1=0.90, pc2=-0.42
Iteration 16, Warp ID: 538, Weight: 7.064254e-08, CVs: pc1=0.91, pc2=-0.41
Iteration 16, Warp ID: 540, Weight: 2.649095e-08, CVs: pc1=0.99, pc2=-0.47
Iteration 16, Warp ID: 541, Weight: 2.649095e-08, CVs: pc1=1.00, pc2=-0.34
Iteration 16, Warp ID: 542, Weight: 2.649095e-08, CVs: pc1=1.04, pc2=-0.42
Iteration 16, Warp ID: 543, Weight: 2.649095e-08, CVs: pc1=1.00, pc2=-0.34
Iteration 17, Warp ID: 544, Weight: 9.889956e-06, CVs: pc1=0.70, pc2=0.23
Iteration 17, Warp ID: 576, Weight: 2.119276e-07, CVs: pc1=0.79, pc2=-0.41
Iteration 17, Warp ID: 578, Weight: 6.357829e-07, CVs: pc1=0.95, pc2=-0.23
Iteration 17, Warp ID: 547, Weight: 1.766064e-08, CVs: pc1=0.56, pc2=0.14
Iteration 17, Warp ID: 573, Weight: 7.064254e-08, CVs: pc1=0.85, pc2=-0.41
Iteration 17, Warp ID: 532, Weight: 2.119276e-07, CVs: pc1=0.59, pc2=-0.08
Iteration 17, Warp ID: 533, Weight: 7.535204e-07, CVs: pc1=0.55, pc2=-0.08
Iteration 17, Warp ID: 536, Weight: 2.119276e-07, CVs: pc1=0.58, pc2=0.08
Iteration 17, Warp ID: 537, Weight: 2.119276e-07, CVs: pc1=0.61, pc2=-0.13
Iteration 17, Warp ID: 538, Weight: 1.412851e-07, CVs: pc1=0.60, pc2=-0.07
Iteration 17, Warp ID: 541, Weight: 1.059638e-07, CVs: pc1=0.55, pc2=0.03
Iteration 17, Warp ID: 542, Weight: 1.059638e-07, CVs: pc1=0.75, pc2=-0.03
Iteration 18, Warp ID: 656, Weight: 7.064254e-08, CVs: pc1=0.89, pc2=-0.46
Iteration 18, Warp ID: 657, Weight: 4.238553e-07, CVs: pc1=0.79, pc2=-0.43
Iteration 18, Warp ID: 658, Weight: 4.238553e-07, CVs: pc1=0.91, pc2=-0.39
Iteration 18, Warp ID: 659, Weight: 7.064254e-08, CVs: pc1=0.95, pc2=-0.46
Iteration 18, Warp ID: 664, Weight: 5.298191e-08, CVs: pc1=1.09, pc2=-0.49
Iteration 18, Warp ID: 666, Weight: 5.298191e-08, CVs: pc1=1.10, pc2=-0.43
Iteration 18, Warp ID: 668, Weight: 5.298191e-08, CVs: pc1=1.03, pc2=-0.24
Iteration 18, Warp ID: 669, Weight: 5.298191e-08, CVs: pc1=1.05, pc2=-0.31
Iteration 18, Warp ID: 670, Weight: 5.298191e-08, CVs: pc1=0.99, pc2=-0.42
Iteration 18, Warp ID: 671, Weight: 5.298191e-08, CVs: pc1=1.02, pc2=-0.39
Iteration 18, Warp ID: 575, Weight: 2.119276e-07, CVs: pc1=0.71, pc2=-0.38
Iteration 18, Warp ID: 577, Weight: 1.200923e-06, CVs: pc1=0.72, pc2=-0.24
Iteration 18, Warp ID: 578, Weight: 2.119276e-07, CVs: pc1=0.79, pc2=-0.40
Iteration 18, Warp ID: 580, Weight: 5.298191e-08, CVs: pc1=0.55, pc2=0.18
Iteration 18, Warp ID: 582, Weight: 1.059638e-07, CVs: pc1=0.62, pc2=0.06
Iteration 18, Warp ID: 583, Weight: 2.825702e-07, CVs: pc1=0.59, pc2=0.11
Iteration 18, Warp ID: 584, Weight: 2.119276e-07, CVs: pc1=0.56, pc2=0.23
Iteration 18, Warp ID: 585, Weight: 1.977991e-05, CVs: pc1=0.76, pc2=0.20
Iteration 18, Warp ID: 587, Weight: 3.532127e-08, CVs: pc1=0.57, pc2=0.22
Iteration 18, Warp ID: 624, Weight: 1.059638e-06, CVs: pc1=0.80, pc2=-0.44
Iteration 18, Warp ID: 628, Weight: 1.147941e-07, CVs: pc1=0.82, pc2=0.36
Iteration 18, Warp ID: 629, Weight: 1.147941e-07, CVs: pc1=0.74, pc2=0.19
Iteration 18, Warp ID: 630, Weight: 1.147941e-07, CVs: pc1=0.74, pc2=0.35
Iteration 18, Warp ID: 631, Weight: 1.147941e-07, CVs: pc1=0.72, pc2=0.34
Iteration 18, Warp ID: 632, Weight: 4.944978e-06, CVs: pc1=0.85, pc2=0.30
Iteration 19, Warp ID: 640, Weight: 6.622738e-09, CVs: pc1=0.78, pc2=0.33
Iteration 19, Warp ID: 643, Weight: 2.428337e-08, CVs: pc1=0.67, pc2=0.34
Iteration 19, Warp ID: 531, Weight: 1.883801e-07, CVs: pc1=0.60, pc2=0.19
Iteration 19, Warp ID: 676, Weight: 2.649095e-08, CVs: pc1=0.99, pc2=-0.49
Iteration 19, Warp ID: 678, Weight: 8.830318e-09, CVs: pc1=0.99, pc2=-0.34
Iteration 19, Warp ID: 679, Weight: 8.830318e-09, CVs: pc1=0.84, pc2=-0.16
Iteration 19, Warp ID: 680, Weight: 1.655685e-09, CVs: pc1=1.02, pc2=0.44
Iteration 19, Warp ID: 576, Weight: 1.695421e-06, CVs: pc1=0.73, pc2=-0.26
Iteration 19, Warp ID: 582, Weight: 7.535204e-07, CVs: pc1=0.70, pc2=-0.29
Iteration 19, Warp ID: 584, Weight: 3.108272e-06, CVs: pc1=0.54, pc2=-0.13
Iteration 19, Warp ID: 585, Weight: 3.108272e-06, CVs: pc1=0.53, pc2=0.02
Iteration 19, Warp ID: 587, Weight: 5.651403e-07, CVs: pc1=0.51, pc2=-0.05
Iteration 19, Warp ID: 588, Weight: 1.183263e-06, CVs: pc1=0.65, pc2=0.05
Iteration 19, Warp ID: 590, Weight: 1.183263e-06, CVs: pc1=0.55, pc2=0.08
Iteration 19, Warp ID: 592, Weight: 3.973643e-08, CVs: pc1=0.56, pc2=0.19
Iteration 19, Warp ID: 594, Weight: 2.858815e-07, CVs: pc1=0.70, pc2=0.05
Iteration 19, Warp ID: 595, Weight: 3.311369e-09, CVs: pc1=0.74, pc2=0.19
Iteration 19, Warp ID: 596, Weight: 1.986821e-08, CVs: pc1=0.88, pc2=0.36
Iteration 19, Warp ID: 633, Weight: 1.412851e-07, CVs: pc1=0.82, pc2=-0.34
Iteration 19, Warp ID: 634, Weight: 1.412851e-07, CVs: pc1=0.94, pc2=-0.37
Iteration 19, Warp ID: 636, Weight: 8.278423e-10, CVs: pc1=0.92, pc2=0.42
Iteration 19, Warp ID: 637, Weight: 8.278423e-10, CVs: pc1=0.77, pc2=0.25
Iteration 19, Warp ID: 639, Weight: 8.278423e-10, CVs: pc1=0.90, pc2=0.36
Iteration 20, Warp ID: 640, Weight: 1.986821e-08, CVs: pc1=0.86, pc2=0.37
Iteration 20, Warp ID: 705, Weight: 4.415159e-09, CVs: pc1=1.01, pc2=-0.35
Iteration 20, Warp ID: 642, Weight: 4.958223e-06, CVs: pc1=0.78, pc2=0.26
Iteration 20, Warp ID: 706, Weight: 4.415159e-09, CVs: pc1=0.87, pc2=-0.45
Iteration 20, Warp ID: 709, Weight: 8.278423e-10, CVs: pc1=1.16, pc2=0.44
Iteration 20, Warp ID: 678, Weight: 4.139211e-10, CVs: pc1=0.94, pc2=0.46
Iteration 20, Warp ID: 710, Weight: 1.655685e-09, CVs: pc1=0.96, pc2=0.47
Iteration 20, Warp ID: 584, Weight: 5.651403e-07, CVs: pc1=0.64, pc2=-0.34
Iteration 20, Warp ID: 711, Weight: 1.655685e-09, CVs: pc1=1.17, pc2=0.39
Iteration 20, Warp ID: 683, Weight: 8.278423e-10, CVs: pc1=1.05, pc2=0.48
Iteration 20, Warp ID: 588, Weight: 2.072181e-06, CVs: pc1=0.60, pc2=-0.03
Iteration 20, Warp ID: 589, Weight: 2.072181e-06, CVs: pc1=0.58, pc2=-0.17
Iteration 20, Warp ID: 590, Weight: 1.130281e-06, CVs: pc1=0.55, pc2=-0.06
Iteration 20, Warp ID: 593, Weight: 2.958156e-07, CVs: pc1=0.68, pc2=0.04
Iteration 20, Warp ID: 595, Weight: 2.958156e-07, CVs: pc1=0.68, pc2=0.14
Iteration 20, Warp ID: 532, Weight: 5.298191e-08, CVs: pc1=0.55, pc2=-0.03
Iteration 20, Warp ID: 636, Weight: 5.298191e-08, CVs: pc1=0.82, pc2=-0.39
Iteration 21, Warp ID: 648, Weight: 1.177376e-08, CVs: pc1=0.77, pc2=-0.37
Iteration 21, Warp ID: 650, Weight: 1.177376e-08, CVs: pc1=0.81, pc2=-0.26
Iteration 21, Warp ID: 653, Weight: 1.569834e-08, CVs: pc1=0.74, pc2=0.38
Iteration 21, Warp ID: 654, Weight: 1.569834e-08, CVs: pc1=0.82, pc2=0.38
Iteration 21, Warp ID: 655, Weight: 1.569834e-08, CVs: pc1=0.74, pc2=0.41
